segment_id	start_time_seconds	end_time_seconds	label
0SrJ2zPEqLs_30000	5.99	10.0	/m/01d3sd
0VFkSevVAqw_30000	0.055	1.339	/m/01d3sd
0VFkSevVAqw_30000	1.913	2.362	/m/01d3sd
0VFkSevVAqw_30000	2.827	4.488	/m/01d3sd
0VFkSevVAqw_30000	4.961	5.291	/m/01d3sd
0VFkSevVAqw_30000	5.764	7.386	/m/01d3sd
0VFkSevVAqw_30000	8.677	10.0	/m/01d3sd
0WnknjrATdA_40000	0.923	1.726	/m/01d3sd
0WnknjrATdA_40000	2.701	3.496	/m/01d3sd
0WnknjrATdA_40000	4.679	5.529	/m/01d3sd
0WnknjrATdA_40000	6.497	7.355	/m/01d3sd
0WnknjrATdA_40000	8.344	9.139	/m/01d3sd
0mgIsS0wKro_30000	0.512	2.164	/m/01d3sd
0mgIsS0wKro_30000	3.956	5.851	/m/01d3sd
0mgIsS0wKro_30000	7.593	9.539	/m/01d3sd
0uuCpTLL594_27000	1.727	3.397	/m/01d3sd
1HQiWO_XJ6M_1000	2.137	3.278	/m/01d3sd
1JNYLJtHR5U_30000	0.0	1.303	/m/01d3sd
1JNYLJtHR5U_30000	5.598	7.364	/m/01d3sd
1XTHCpBJLFQ_40000	0.0	1.633	/m/01d3sd
1XTHCpBJLFQ_40000	1.776	3.141	/m/01d3sd
1XTHCpBJLFQ_40000	3.589	5.598	/m/01d3sd
1XTHCpBJLFQ_40000	5.749	7.156	/m/01d3sd
1XTHCpBJLFQ_40000	7.502	9.368	/m/01d3sd
1XTHCpBJLFQ_40000	9.609	10.0	/m/01d3sd
1YoChLI2bkg_10000	0.0	0.354	/m/01d3sd
1YoChLI2bkg_10000	1.913	3.598	/m/01d3sd
1YoChLI2bkg_10000	5.48	6.83	/m/01d3sd
1YoChLI2bkg_10000	8.362	10.0	/m/01d3sd
1aGAirBjaNg_7000	1.331	2.26	/m/01d3sd
1aGAirBjaNg_7000	5.3	5.622	/m/01d3sd
1bOXPrzHVlc_70000	0.0	1.321	/m/01d3sd
1bOXPrzHVlc_70000	3.239	4.88	/m/01d3sd
1bOXPrzHVlc_70000	6.951	8.576	/m/01d3sd
1fZj2Z3lAfc_10000	0.469	1.935	/m/01d3sd
1fZj2Z3lAfc_10000	3.883	4.956	/m/01d3sd
1fZj2Z3lAfc_10000	6.836	7.882	/m/01d3sd
1fZj2Z3lAfc_10000	9.538	10.0	/m/01d3sd
1nNO8Ql6rbY_210000	0.363	0.769	/m/07q0yl5
1ybFpI3FFX4_210000	1.256	1.752	/m/01d3sd
2-2XyMKd2DI_30000	0.714	2.432	/m/01d3sd
2-2XyMKd2DI_30000	5.63	7.454	/m/01d3sd
25LXKz3wBrk_10000	0.0	2.41	/m/01d3sd
25LXKz3wBrk_10000	2.727	5.416	/m/01d3sd
25LXKz3wBrk_10000	8.34	10.0	/m/01d3sd
2C39wkiTRd0_30000	0.774	2.132	/m/01d3sd
2C39wkiTRd0_30000	4.813	6.185	/m/01d3sd
2C39wkiTRd0_30000	9.552	10.0	/m/01d3sd
2IIvxnxWZ74_50000	0.0	7.398	/m/01d3sd
2IIvxnxWZ74_50000	8.803	9.591	/m/01d3sd
2JMeT79Jyh8_80000	0.4	2.286	/m/01d3sd
2JMeT79Jyh8_80000	3.992	6.048	/m/01d3sd
2JMeT79Jyh8_80000	7.612	9.685	/m/01d3sd
2KAXiIYmv54_80000	0.0	0.973	/m/01d3sd
2KAXiIYmv54_80000	2.464	3.825	/m/01d3sd
2KAXiIYmv54_80000	5.124	5.639	/m/01d3sd
2ZnpFP5QXp8_50000	0.0	10.0	/m/01d3sd
2bcpaKT6FiY_0	0.052	0.197	/m/01d3sd
2bcpaKT6FiY_0	2.659	4.72	/m/01d3sd
2bcpaKT6FiY_0	8.066	10.0	/m/01d3sd
2iwKe2kO6mo_30000	7.013	8.636	/m/01d3sd
2ob8FzY4OZ0_30000	0.0	0.315	/m/07q0yl5
2ob8FzY4OZ0_30000	1.752	2.957	/m/07q0yl5
2ob8FzY4OZ0_30000	3.8	4.609	/m/07q0yl5
2ob8FzY4OZ0_30000	5.543	6.359	/m/07q0yl5
2pdnlXllNZk_80000	1.076	3.364	/m/01d3sd
2pdnlXllNZk_80000	4.416	6.485	/m/01d3sd
2pdnlXllNZk_80000	7.804	10.0	/m/01d3sd
2rM5rZ4wTn8_40000	0.0	2.686	/m/01d3sd
2rM5rZ4wTn8_40000	3.838	5.508	/m/01d3sd
31jKxU1mKAw_40000	0.0	1.788	/m/01d3sd
31jKxU1mKAw_40000	3.531	5.342	/m/01d3sd
31jKxU1mKAw_40000	7.867	9.879	/m/01d3sd
34LwyZPAamw_160000	8.545	10.0	/m/01d3sd
399Vssvn81k_40000	2.159	3.601	/m/01d3sd
399Vssvn81k_40000	5.551	6.888	/m/01d3sd
399Vssvn81k_40000	8.82	10.0	/m/01d3sd
3U7MgfDTL7Q_130000	0.0	1.143	/m/01d3sd
3U7MgfDTL7Q_130000	1.988	3.125	/m/01d3sd
3U7MgfDTL7Q_130000	4.059	5.611	/m/01d3sd
3U7MgfDTL7Q_130000	6.269	7.398	/m/01d3sd
3U7MgfDTL7Q_130000	7.755	9.201	/m/01d3sd
3U7MgfDTL7Q_130000	9.347	10.0	/m/01d3sd
3a-Yo8NApp4_40000	1.354	2.946	/m/01d3sd
3a-Yo8NApp4_40000	5.253	5.838	/m/01d3sd
3a-Yo8NApp4_40000	6.748	7.479	/m/01d3sd
3a-Yo8NApp4_40000	9.81	10.0	/m/01d3sd
3cwJLv-D_hI_20000	0.0	1.234	/m/01d3sd
3cwJLv-D_hI_20000	2.154	3.295	/m/01d3sd
3cwJLv-D_hI_20000	4.354	5.518	/m/01d3sd
3cwJLv-D_hI_20000	6.543	7.788	/m/01d3sd
3cwJLv-D_hI_20000	8.813	10.0	/m/01d3sd
3dcKjAn4U6w_10000	0.008	0.759	/m/01d3sd
3dcKjAn4U6w_10000	2.158	3.984	/m/01d3sd
3dcKjAn4U6w_10000	5.31	7.254	/m/01d3sd
3dcKjAn4U6w_10000	8.469	10.0	/m/01d3sd
3fbmK7ru-2E_70000	0.573	3.547	/m/01d3sd
3fbmK7ru-2E_70000	5.489	8.966	/m/01d3sd
3iKEm4hSO3A_40000	1.109	2.314	/m/01d3sd
3iKEm4hSO3A_40000	4.151	5.363	/m/01d3sd
3iKEm4hSO3A_40000	7.31	8.742	/m/01d3sd
3j0W67ZPNWs_0	0.156	1.684	/m/01d3sd
3j0W67ZPNWs_0	5.315	6.981	/m/01d3sd
3j0W67ZPNWs_0	9.755	10.0	/m/01d3sd
3kJmzZDyCVs_10000	0.0	1.412	/m/01d3sd
3kJmzZDyCVs_10000	3.076	4.622	/m/01d3sd
3kJmzZDyCVs_10000	6.168	7.619	/m/01d3sd
3kJmzZDyCVs_10000	9.715	10.0	/m/01d3sd
3lbJzkctdDM_30000	0.154	1.14	/m/01d3sd
3lbJzkctdDM_30000	2.586	4.11	/m/01d3sd
3lbJzkctdDM_30000	5.749	7.298	/m/01d3sd
3lbJzkctdDM_30000	8.924	10.0	/m/01d3sd
40GvrkNyQR8_20000	1.002	3.719	/m/01d3sd
40GvrkNyQR8_20000	5.759	7.938	/m/01d3sd
4AOaHKXHyM0_20000	1.646	3.369	/m/07q0yl5
4AOaHKXHyM0_20000	4.815	6.618	/m/07q0yl5
4AOaHKXHyM0_20000	8.178	9.867	/m/07q0yl5
4Dgsprnpcdg_0	1.28	2.762	/m/01d3sd
4Dgsprnpcdg_0	4.801	6.208	/m/01d3sd
4Dgsprnpcdg_0	7.515	9.793	/m/01d3sd
4Hd_qTtDWTU_110000	0.0	1.036	/m/01d3sd
4Hd_qTtDWTU_110000	3.795	5.763	/m/01d3sd
4Hd_qTtDWTU_110000	9.127	10.0	/m/01d3sd
4K7j41NMsoI_10000	6.061	6.776	/m/07q0yl5
4M8CFX38RpQ_30000	8.583	10.0	/m/01d3sd
4WkuPkkSCG0_100000	1.457	2.102	/m/07q0yl5
4_C20Dw7G_4_10000	5.972	7.09	/m/01d3sd
4_C20Dw7G_4_10000	8.778	9.656	/m/01d3sd
4hxX-BPWQGY_0	0.053	2.122	/m/01d3sd
4hxX-BPWQGY_0	4.898	6.938	/m/01d3sd
4izHKEKHmWU_90000	7.953	9.575	/m/01d3sd
59MqKY5md9w_20000	0.0	0.896	/m/01d3sd
5EboRT7Dcaw_90000	1.419	3.442	/m/01d3sd
5EboRT7Dcaw_90000	5.854	7.706	/m/01d3sd
5ICrq2XZjKo_20000	9.583	10.0	/m/01d3sd
5h6SXrBajvs_60000	5.944	6.193	/m/07q0yl5
5m41xxZTSLY_0	0.019	0.61	/m/01d3sd
5m41xxZTSLY_0	3.324	4.376	/m/01d3sd
5m41xxZTSLY_0	7.577	8.479	/m/01d3sd
5qNwRM09NSk_4000	0.623	1.589	/m/07q0yl5
5qNwRM09NSk_4000	2.085	3.125	/m/07q0yl5
5qNwRM09NSk_4000	3.344	3.596	/m/07q0yl5
5qNwRM09NSk_4000	4.197	4.546	/m/07q0yl5
5qNwRM09NSk_4000	4.896	5.651	/m/07q0yl5
61X1X_LmORw_90000	0.526	0.786	/m/01d3sd
6E55m6z8nmY_220000	0.835	2.323	/m/01d3sd
6E55m6z8nmY_220000	3.26	4.654	/m/01d3sd
6E55m6z8nmY_220000	5.654	6.953	/m/01d3sd
6E55m6z8nmY_220000	8.189	9.11	/m/01d3sd
6E55m6z8nmY_220000	9.283	9.433	/m/01d3sd
6HPId1u-PRc_60000	7.759	8.166	/m/07q0yl5
6OYnVK1T8vo_50000	0.0	2.459	/m/01d3sd
6OYnVK1T8vo_50000	2.8	3.832	/m/01d3sd
6OYnVK1T8vo_50000	4.051	7.95	/m/01d3sd
6OYnVK1T8vo_50000	9.031	10.0	/m/01d3sd
6h8x8NBok0o_30000	3.406	5.122	/m/01d3sd
6h8x8NBok0o_30000	6.927	8.412	/m/01d3sd
6ipDwi_KdlE_40000	1.121	2.87	/m/01d3sd
6ipDwi_KdlE_40000	6.435	8.019	/m/01d3sd
6p4YV8ISD1k_250000	6.85	8.047	/m/07q0yl5
6wcVDVP0rio_60000	4.346	6.898	/m/01d3sd
6xdLGyrbtJM_0	0.0	1.219	/m/01d3sd
6xdLGyrbtJM_0	3.777	5.335	/m/01d3sd
6xdLGyrbtJM_0	8.42	9.594	/m/01d3sd
6yYCjyan-VY_20000	2.709	3.102	/m/07q0yl5
71iXgJIvlTg_80000	0.278	0.876	/m/01d3sd
71iXgJIvlTg_80000	2.87	3.742	/m/01d3sd
72uM_Wz4ItI_10000	0.0	0.886	/m/01d3sd
72uM_Wz4ItI_10000	1.047	2.379	/m/01d3sd
72uM_Wz4ItI_10000	2.54	3.632	/m/01d3sd
72uM_Wz4ItI_10000	3.989	4.83	/m/01d3sd
72uM_Wz4ItI_10000	5.009	6.19	/m/01d3sd
72uM_Wz4ItI_10000	6.682	7.442	/m/01d3sd
72uM_Wz4ItI_10000	7.621	8.801	/m/01d3sd
72uM_Wz4ItI_10000	9.07	10.0	/m/01d3sd
74w7axBmknQ_13000	0.0	0.878	/m/07q0yl5
74w7axBmknQ_13000	5.793	8.419	/m/07q0yl5
7LVjivoNNzk_0	9.016	10.0	/m/01d3sd
7PnbaD9fIjs_180000	9.016	10.0	/m/01d3sd
7asxHxnNk4Y_0	0.661	2.646	/m/01d3sd
7asxHxnNk4Y_0	5.008	6.803	/m/01d3sd
7asxHxnNk4Y_0	9.11	10.0	/m/01d3sd
7gllf7x8Ktw_0	1.311	3.145	/m/01d3sd
7gllf7x8Ktw_0	4.345	6.267	/m/01d3sd
7gllf7x8Ktw_0	7.769	9.595	/m/01d3sd
81xMhkd8lCI_40000	1.005	2.802	/m/01d3sd
81xMhkd8lCI_40000	4.203	6.676	/m/01d3sd
81xMhkd8lCI_40000	7.304	7.672	/m/01d3sd
81xMhkd8lCI_40000	9.14	9.459	/m/01d3sd
8IfmSpOxs4g_10000	8.433	9.565	/m/01d3sd
8kNDCLtz8bY_80000	0.015	0.692	/m/01d3sd
8kNDCLtz8bY_80000	1.561	2.548	/m/01d3sd
8kNDCLtz8bY_80000	3.55	4.558	/m/01d3sd
8kNDCLtz8bY_80000	5.339	6.525	/m/01d3sd
8kNDCLtz8bY_80000	7.504	8.432	/m/01d3sd
8uAakw-p9Sc_0	1.061	2.109	/m/01d3sd
8uAakw-p9Sc_0	3.669	5.188	/m/01d3sd
8uAakw-p9Sc_0	6.8	7.927	/m/01d3sd
8uDXjGqs7ro_50000	0.0	0.51	/m/01d3sd
8uDXjGqs7ro_50000	3.524	4.58	/m/01d3sd
8uDXjGqs7ro_50000	6.83	8.721	/m/01d3sd
8xNysLOy6mw_30000	9.693	10.0	/m/07q0yl5
976uMf7bXHs_0	0.0	1.695	/m/07q0yl5
976uMf7bXHs_0	2.047	2.773	/m/07q0yl5
976uMf7bXHs_0	3.244	4.184	/m/07q0yl5
9TxVsZjXCVM_10000	7.197	8.606	/m/01d3sd
9dMQJcZcD5I_0	2.299	3.61	/m/01d3sd
9dMQJcZcD5I_0	3.872	6.04	/m/01d3sd
9dMQJcZcD5I_0	7.089	7.561	/m/01d3sd
9dMQJcZcD5I_0	9.677	10.0	/m/01d3sd
9vKranle5eU_60000	0.56	1.467	/m/01d3sd
9vKranle5eU_60000	3.845	4.443	/m/01d3sd
9wdaoEFXToQ_20000	2.554	3.983	/m/01d3sd
9wdaoEFXToQ_20000	6.477	7.719	/m/01d3sd
9wdaoEFXToQ_20000	9.783	10.0	/m/01d3sd
9zHI4qphDXE_60000	6.501	7.043	/m/01d3sd
9zHI4qphDXE_60000	8.157	8.856	/m/01d3sd
A7jJxN5uvxA_13000	0.313	1.275	/m/01d3sd
A7jJxN5uvxA_13000	1.844	2.717	/m/01d3sd
A7jJxN5uvxA_13000	3.438	4.242	/m/01d3sd
A7jJxN5uvxA_13000	4.735	5.602	/m/01d3sd
A7jJxN5uvxA_13000	6.196	7.24	/m/01d3sd
A7jJxN5uvxA_13000	7.658	8.644	/m/01d3sd
A7jJxN5uvxA_13000	9.043	9.204	/m/01d3sd
ABCSgtiQCvM_60000	0.0	1.11	/m/01d3sd
ABCSgtiQCvM_60000	3.24	4.907	/m/01d3sd
ABCSgtiQCvM_60000	6.587	8.185	/m/01d3sd
AEcNBXnPKU4_0	1.422	2.22	/m/01d3sd
AEcNBXnPKU4_0	5.087	6.035	/m/01d3sd
AEcNBXnPKU4_0	8.473	9.345	/m/01d3sd
AGsPwYz6-SY_0	8.418	9.674	/m/01d3sd
AKLiW8ibjIE_10000	8.911	10.0	/m/01d3sd
AN3aFNFXXt0_20000	0.83	2.535	/m/01d3sd
AN3aFNFXXt0_20000	6.669	8.0	/m/01d3sd
AZkCoa42lis_30000	0.245	1.828	/m/01d3sd
AZkCoa42lis_30000	5.25	6.973	/m/01d3sd
AmA3_1xDLZY_30000	6.354	7.416	/m/01d3sd
BBTAciSOgiU_260000	0.225	2.247	/m/01d3sd
BBTAciSOgiU_260000	4.441	6.098	/m/01d3sd
BBTAciSOgiU_260000	8.356	10.0	/m/01d3sd
BCfnxbq7t20_30000	0.0	0.899	/m/01d3sd
BCfnxbq7t20_30000	3.937	4.969	/m/01d3sd
BCfnxbq7t20_30000	6.407	7.008	/m/01d3sd
BCfnxbq7t20_30000	8.446	9.071	/m/01d3sd
BCfnxbq7t20_30000	9.819	10.0	/m/01d3sd
BOIgazC1uGY_4000	0.0	1.112	/m/01d3sd
BOIgazC1uGY_4000	1.303	1.712	/m/01d3sd
BOIgazC1uGY_4000	1.853	3.68	/m/01d3sd
BOIgazC1uGY_4000	4.331	5.826	/m/01d3sd
BTDG8u-q1Gg_90000	8.311	10.0	/m/01d3sd
BUfY8Wq0iNg_21000	8.946	9.196	/m/07q0yl5
BqN4CEnrElU_30000	1.165	2.236	/m/01d3sd
BqN4CEnrElU_30000	5.661	6.37	/m/01d3sd
BvqiDcEIC78_50000	0.406	1.708	/m/01d3sd
BvqiDcEIC78_50000	4.071	5.771	/m/01d3sd
BvqiDcEIC78_50000	8.277	9.488	/m/01d3sd
C1BgaLEybLY_360000	7.047	8.315	/m/01d3sd
C2VeDxyMLHo_170000	0.0	0.54	/m/01d3sd
C2VeDxyMLHo_170000	0.773	2.21	/m/01d3sd
C2VeDxyMLHo_170000	2.402	4.333	/m/01d3sd
C2VeDxyMLHo_170000	4.622	5.571	/m/01d3sd
C2VeDxyMLHo_170000	5.818	8.052	/m/01d3sd
C2VeDxyMLHo_170000	8.237	9.509	/m/01d3sd
C2VeDxyMLHo_170000	9.701	10.0	/m/01d3sd
CCyWqBObsrw_10000	0.65	1.454	/m/01d3sd
CCyWqBObsrw_10000	3.117	3.907	/m/01d3sd
CCyWqBObsrw_10000	5.364	6.402	/m/01d3sd
CCyWqBObsrw_10000	7.907	8.643	/m/01d3sd
CJiHxiBpsJ4_28000	2.96	3.293	/m/07q0yl5
CJiHxiBpsJ4_28000	3.47	3.725	/m/07q0yl5
CJiHxiBpsJ4_28000	4.424	5.011	/m/07q0yl5
CJiHxiBpsJ4_28000	5.222	5.399	/m/07q0yl5
CJiHxiBpsJ4_28000	7.894	8.193	/m/07q0yl5
CM65vu_qcnM_10000	0.766	2.897	/m/01d3sd
CM65vu_qcnM_10000	4.56	5.825	/m/01d3sd
CM65vu_qcnM_10000	5.942	6.478	/m/01d3sd
CM65vu_qcnM_10000	7.138	8.237	/m/01d3sd
CM65vu_qcnM_10000	9.495	10.0	/m/01d3sd
CRlfJU17byA_30000	5.919	6.91	/m/07q0yl5
CRs1I18QbIo_0	1.371	1.729	/m/07q0yl5
ChTgnMg6E4w_7000	7.685	8.409	/m/07q0yl5
Ci8eh3WH28I_40000	4.514	5.164	/m/07q0yl5
CjveuFoU_dQ_0	0.72	2.686	/m/01d3sd
CjveuFoU_dQ_0	5.074	6.983	/m/01d3sd
CjveuFoU_dQ_0	8.957	10.0	/m/01d3sd
Ck0nrxefKQA_50000	0.0	0.339	/m/07q0yl5
Ck0nrxefKQA_50000	0.937	1.173	/m/07q0yl5
Ck0nrxefKQA_50000	2.071	2.331	/m/07q0yl5
Ck0nrxefKQA_50000	3.646	3.85	/m/07q0yl5
Ck0nrxefKQA_50000	4.071	4.307	/m/07q0yl5
Ck0nrxefKQA_50000	4.488	4.811	/m/07q0yl5
Ck0nrxefKQA_50000	4.969	5.213	/m/07q0yl5
Ck0nrxefKQA_50000	6.134	6.583	/m/07q0yl5
Ck0nrxefKQA_50000	8.89	9.244	/m/07q0yl5
Ck0nrxefKQA_50000	9.417	9.693	/m/07q0yl5
CoNXBK72Cj4_20000	1.502	2.596	/m/01d3sd
CoNXBK72Cj4_20000	3.737	4.575	/m/01d3sd
CoNXBK72Cj4_20000	6.193	6.764	/m/01d3sd
CoNXBK72Cj4_20000	8.848	9.383	/m/01d3sd
DDJ2B4vpC2k_20000	4.953	5.969	/m/01d3sd
DJ8Sfyoq6AU_220000	3.907	5.144	/m/01d3sd
DJ8Sfyoq6AU_220000	5.866	7.083	/m/01d3sd
DJ8Sfyoq6AU_220000	7.777	9.742	/m/01d3sd
DJ8qKlE8rBs_100000	4.512	5.984	/m/01d3sd
DOzc8GAQq8A_20000	3.976	5.402	/m/01d3sd
DOzc8GAQq8A_20000	6.937	8.74	/m/01d3sd
DQh9RWUJ_IU_20000	1.419	2.637	/m/01d3sd
DQh9RWUJ_IU_20000	5.196	6.748	/m/01d3sd
DRGGKJzKy6Y_60000	2.611	3.839	/m/01d3sd
DX4MtfxBSGo_50000	1.023	2.122	/m/01d3sd
DX4MtfxBSGo_50000	3.574	4.959	/m/01d3sd
DX4MtfxBSGo_50000	6.749	8.014	/m/01d3sd
Dk6ejT8ahOs_20000	0.42	2.499	/m/01d3sd
Dk6ejT8ahOs_20000	5.221	6.951	/m/01d3sd
Dp4AJA2a5Kw_10000	0.719	2.127	/m/07q0yl5
Dp4AJA2a5Kw_10000	4.652	5.963	/m/07q0yl5
Dp4AJA2a5Kw_10000	8.622	9.438	/m/07q0yl5
E2T_6plHQz8_2000	1.03	1.736	/m/07q0yl5
E5cv-INI2aw_10000	9.535	10.0	/m/01d3sd
E6C5mnVAfHc_0	1.474	3.426	/m/01d3sd
E6C5mnVAfHc_0	5.33	7.406	/m/01d3sd
E6C5mnVAfHc_0	9.557	10.0	/m/01d3sd
E6zS7faz3qM_540000	3.702	4.059	/m/07q0yl5
EAuXf_b5xS8_10000	0.0	1.407	/m/01d3sd
EIk26cyUjUM_50000	2.849	5.209	/m/01d3sd
EIk26cyUjUM_50000	9.274	10.0	/m/01d3sd
EdxEkYhB9LY_0	1.307	2.189	/m/01d3sd
EdxEkYhB9LY_0	3.26	3.551	/m/01d3sd
EdxEkYhB9LY_0	4.087	4.465	/m/01d3sd
EdxEkYhB9LY_0	4.693	5.819	/m/01d3sd
EdxEkYhB9LY_0	6.071	6.496	/m/01d3sd
EdxEkYhB9LY_0	6.661	7.528	/m/01d3sd
EdxEkYhB9LY_0	7.78	8.787	/m/01d3sd
EdxEkYhB9LY_0	9.165	9.394	/m/01d3sd
EkL2GVvEGWk_240000	1.711	2.044	/m/07q0yl5
EuxMBJWWw4Q_150000	0.0	0.999	/m/01d3sd
EuxMBJWWw4Q_150000	3.706	5.556	/m/01d3sd
EuxMBJWWw4Q_150000	9.39	10.0	/m/01d3sd
F7QtqKtllK0_50000	0.0	1.117	/m/01d3sd
F7QtqKtllK0_50000	3.138	4.629	/m/01d3sd
F7QtqKtllK0_50000	6.217	7.722	/m/01d3sd
F7QtqKtllK0_50000	9.474	10.0	/m/01d3sd
F9AzjYVesfs_20000	1.211	2.689	/m/01d3sd
F9AzjYVesfs_20000	5.041	6.624	/m/01d3sd
F9AzjYVesfs_20000	9.534	10.0	/m/01d3sd
FCJcXN-uxhg_30000	0.828	2.438	/m/01d3sd
FCJcXN-uxhg_30000	5.305	7.088	/m/01d3sd
FPUSmJHpddU_200000	4.364	5.169	/m/07q0yl5
FPUSmJHpddU_200000	6.05	6.877	/m/07q0yl5
FPUSmJHpddU_200000	8.232	8.999	/m/07q0yl5
FRtZdWE3otE_10000	6.78	7.433	/m/01d3sd
FUR7yiZ0gFM_0	0.954	1.919	/m/07q0yl5
FUR7yiZ0gFM_0	2.268	3.76	/m/07q0yl5
FUR7yiZ0gFM_0	4.073	7.478	/m/07q0yl5
FUR7yiZ0gFM_0	7.656	10.0	/m/07q0yl5
FXRePlpbkY8_20000	9.654	10.0	/m/01d3sd
FbQs5XntyLg_22000	1.227	2.053	/m/01d3sd
FbQs5XntyLg_22000	4.151	5.161	/m/01d3sd
FbQs5XntyLg_22000	7.362	8.521	/m/01d3sd
Fz5YsV57Fk4_90000	1.992	3.205	/m/01d3sd
GAy72prRnW8_0	2.323	2.772	/m/07q0yl5
GE8sxBOgTsw_40000	2.58	3.73	/m/01d3sd
GE8sxBOgTsw_40000	5.556	6.976	/m/01d3sd
GE8sxBOgTsw_40000	8.879	10.0	/m/01d3sd
G_UeLVN0zXM_50000	0.0	1.906	/m/01d3sd
G_UeLVN0zXM_50000	4.538	7.243	/m/01d3sd
Gg5LwxHGwFE_10000	0.0	0.444	/m/01d3sd
Gg5LwxHGwFE_10000	2.686	3.567	/m/01d3sd
Gg5LwxHGwFE_10000	5.696	6.727	/m/01d3sd
Gg5LwxHGwFE_10000	8.57	9.669	/m/01d3sd
GnPJETzTfKY_90000	1.129	2.634	/m/01d3sd
GnPJETzTfKY_90000	4.846	6.403	/m/01d3sd
GnPJETzTfKY_90000	8.661	10.0	/m/01d3sd
HPTycIovzxY_100000	0.0	2.157	/m/01d3sd
HPTycIovzxY_100000	5.465	7.874	/m/01d3sd
HQpgkH2xGPg_20000	0.272	1.158	/m/01d3sd
HQpgkH2xGPg_20000	1.681	2.237	/m/01d3sd
HZkf_MYRRnU_60000	7.614	10.0	/m/01d3sd
HdVkCC-TE5s_30000	0.0	0.11	/m/07q0yl5
HdVkCC-TE5s_30000	0.606	0.874	/m/07q0yl5
HdVkCC-TE5s_30000	1.323	1.583	/m/07q0yl5
HdVkCC-TE5s_30000	1.992	2.315	/m/07q0yl5
HdVkCC-TE5s_30000	2.772	3.047	/m/07q0yl5
HdVkCC-TE5s_30000	3.488	3.772	/m/07q0yl5
HdVkCC-TE5s_30000	4.205	4.567	/m/07q0yl5
HdVkCC-TE5s_30000	4.969	5.26	/m/07q0yl5
HdVkCC-TE5s_30000	5.732	6.024	/m/07q0yl5
HdVkCC-TE5s_30000	6.449	6.78	/m/07q0yl5
HdVkCC-TE5s_30000	7.205	7.512	/m/07q0yl5
HdVkCC-TE5s_30000	7.937	8.268	/m/07q0yl5
Hv2rz5qTvXs_10000	9.409	10.0	/m/01d3sd
Hy5E2VB85NY_30000	0.005	1.484	/m/07q0yl5
Hy5E2VB85NY_30000	3.044	4.148	/m/07q0yl5
Hy5E2VB85NY_30000	5.586	6.943	/m/07q0yl5
Hy5E2VB85NY_30000	8.6	9.835	/m/07q0yl5
I7pqY1J7tbg_100000	0.0	1.046	/m/01d3sd
I7pqY1J7tbg_100000	3.755	4.59	/m/01d3sd
I7pqY1J7tbg_100000	5.192	5.613	/m/01d3sd
IL_wLVs4pGU_30000	5.189	8.165	/m/01d3sd
IUoa-VO4fS0_1000	1.132	1.364	/m/07q0yl5
I_xoipedVak_70000	7.309	9.574	/m/01d3sd
IyZoyy7hA-4_50000	3.811	4.976	/m/01d3sd
J8DIQV-Kb-8_50000	7.236	9.016	/m/01d3sd
JGu5Ja4Ueco_10000	0.85	2.689	/m/01d3sd
JGu5Ja4Ueco_10000	4.249	5.926	/m/01d3sd
JGu5Ja4Ueco_10000	7.567	9.162	/m/01d3sd
JOqHFW7Vd2k_16000	8.945	9.339	/m/07q0yl5
JPTVIlGz0qI_310000	0.0	1.232	/m/01d3sd
